date,session_key,gap_to_leader,interval,meeting_key,driver_number,source_closure_retrieved_utc
2026-03-15T07:04:25.992000+00:00,11245,1.988,0.028,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:26.194000+00:00,11245,2.127,0.139,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:26.525000+00:00,11245,6.016,1.238,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:26.644000+00:00,11245,2.646,0.519,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:27.014000+00:00,11245,2.971,0.325,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:27.094000+00:00,11245,3.049,0.078,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:27.455000+00:00,11245,3.43,0.381,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:27.576000+00:00,11245,3.506,0.076,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:27.896000+00:00,11245,3.795,0.289,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:28.235000+00:00,11245,0.628,0.628,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:28.352000+00:00,11245,0.82,0.192,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:28.440000+00:00,11245,4.482,0.687,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:28.848000+00:00,11245,4.877,0.395,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:28.921000+00:00,11245,1.396,0.576,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:29.005000+00:00,11245,5.051,0.174,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:29.456000+00:00,11245,1.938,0.542,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:29.509000+00:00,11245,1.94,0.002,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:29.655000+00:00,11245,2.069,0.129,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:30.131000+00:00,11245,2.602,0.533,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:30.141000+00:00,11245,6.184,1.133,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:30.448000+00:00,11245,2.896,0.294,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:30.731000+00:00,11245,3.215,0.319,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:30.921000+00:00,11245,3.351,0.136,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:31.066000+00:00,11245,3.533,0.182,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:31.286000+00:00,11245,3.749,0.216,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:32.037000+00:00,11245,4.475,0.726,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:32.308000+00:00,11245,11.863,5.847,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:32.574000+00:00,11245,5.034,0.559,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:32.640000+00:00,11245,5.077,0.043,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:33.749000+00:00,11245,6.234,1.157,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:35.447000+00:00,11245,0.784,0.784,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:35.776000+00:00,11245,1.027,0.243,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:36.355000+00:00,11245,1.682,0.655,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:36.646000+00:00,11245,12.698,6.514,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:37.022000+00:00,11245,2.293,0.611,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:37.453000+00:00,11245,2.57,0.277,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:37.476000+00:00,11245,2.575,0.005,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:38.283000+00:00,11245,3.423,0.848,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:38.640000+00:00,11245,3.626,0.203,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:38.947000+00:00,11245,4.013,0.387,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:39.156000+00:00,11245,0.712,0.712,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:39.255000+00:00,11245,4.351,0.338,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:39.440000+00:00,11245,0.993,0.281,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:39.555000+00:00,11245,4.666,0.315,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:39.694000+00:00,11245,4.423,0.072,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.067000+00:00,11245,1.597,0.604,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.079000+00:00,11245,5.172,0.506,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.349000+00:00,11245,5.522,0.35,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.630000+00:00,11245,13.08,6.846,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.630000+00:00,11245,5.832,0.31,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.646000+00:00,11245,2.21,0.613,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.912000+00:00,11245,2.455,0.245,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:40.959000+00:00,11245,2.491,0.036,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:41.474000+00:00,11245,6.816,0.984,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:41.755000+00:00,11245,3.325,0.834,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:42.084000+00:00,11245,3.645,0.32,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:42.474000+00:00,11245,4.02,0.375,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:42.771000+00:00,11245,4.31,0.29,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:42.927000+00:00,11245,4.455,0.145,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:43.161000+00:00,11245,4.59,0.135,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:43.421000+00:00,11245,0.848,0.848,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:43.776000+00:00,11245,1.177,0.329,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:43.810000+00:00,11245,5.359,0.769,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:43.913000+00:00,11245,5.456,0.097,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:44.302000+00:00,11245,1.718,0.541,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:44.324000+00:00,11245,5.892,0.436,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:44.812000+00:00,11245,2.257,0.539,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:45.124000+00:00,11245,2.565,0.308,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:45.296000+00:00,11245,6.875,0.983,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:45.393000+00:00,11245,2.807,0.242,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:46.046000+00:00,11245,3.479,0.672,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:46.515000+00:00,11245,3.92,0.441,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:46.906000+00:00,11245,4.313,0.393,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:47.234000+00:00,11245,4.638,0.325,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:47.484000+00:00,11245,4.868,0.23,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:47.671000+00:00,11245,5.084,0.216,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:48.140000+00:00,11245,13.54,6.724,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:48.452000+00:00,11245,5.856,0.772,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:48.500000+00:00,11245,5.901,0.045,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:48.781000+00:00,11245,6.24,0.339,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:49.249000+00:00,11245,1.029,1.029,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:49.640000+00:00,11245,1.435,0.406,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:49.749000+00:00,11245,7.182,0.942,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:50.265000+00:00,11245,2.071,0.636,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:50.890000+00:00,11245,2.695,0.624,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:51.265000+00:00,11245,3.054,0.359,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:51.562000+00:00,11245,3.36,0.306,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:51.968000+00:00,11245,13.536,6.661,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:52.202000+00:00,11245,4.016,0.656,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:52.796000+00:00,11245,4.534,0.518,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:53.359000+00:00,11245,4.946,0.412,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:53.843000+00:00,11245,5.242,0.296,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:53.921000+00:00,11245,1.102,1.102,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:54.187000+00:00,11245,5.625,0.383,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:54.406000+00:00,11245,1.56,0.458,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:54.422000+00:00,11245,5.937,0.312,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:54.718000+00:00,11245,6.396,0.459,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:55.015000+00:00,11245,2.206,0.646,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:55.062000+00:00,11245,6.733,0.337,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:55.265000+00:00,11245,6.984,0.251,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:55.823000+00:00,11245,2.964,0.758,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:56.142000+00:00,11245,7.885,0.901,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:56.156000+00:00,11245,3.309,0.345,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:56.421000+00:00,11245,13.854,6.672,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:56.522000+00:00,11245,3.686,0.377,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:57.108000+00:00,11245,4.288,0.602,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:57.776000+00:00,11245,4.919,0.631,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:57.934000+00:00,11245,1.009,1.009,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:58.208000+00:00,11245,5.358,0.439,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:58.511000+00:00,11245,1.597,0.588,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:58.511000+00:00,11245,5.701,0.343,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:58.878000+00:00,11245,5.997,0.296,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:59.009000+00:00,11245,2.134,0.537,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:59.308000+00:00,11245,6.468,0.471,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:59.694000+00:00,11245,6.837,0.369,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:59.779000+00:00,11245,2.883,0.749,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:04:59.994000+00:00,11245,7.175,0.338,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:00.351000+00:00,11245,3.481,0.598,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:00.477000+00:00,11245,7.647,0.472,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:00.497000+00:00,11245,3.611,0.13,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:01.034000+00:00,11245,8.203,0.556,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:01.149000+00:00,11245,4.24,0.629,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:01.807000+00:00,11245,4.889,0.649,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:02.233000+00:00,11245,5.305,0.416,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:02.498000+00:00,11245,14.283,6.398,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:02.577000+00:00,11245,5.672,0.367,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:02.946000+00:00,11245,6.036,0.364,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:03.409000+00:00,11245,6.498,0.462,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:03.741000+00:00,11245,6.853,0.355,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:04.210000+00:00,11245,7.266,0.413,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:04.292000+00:00,11245,1.119,1.119,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:04.606000+00:00,11245,7.685,0.419,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:04.987000+00:00,11245,1.771,0.652,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:05.056000+00:00,11245,8.161,0.476,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:05.572000+00:00,11245,2.4,0.629,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:06.346000+00:00,11245,3.095,0.695,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:07.351000+00:00,11245,14.497,6.294,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:07.431000+00:00,11245,4.231,1.136,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:07.772000+00:00,11245,4.558,0.327,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:08.155000+00:00,11245,4.846,0.288,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:08.654000+00:00,11245,5.405,0.559,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:09.076000+00:00,11245,5.814,0.409,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:09.531000+00:00,11245,6.257,0.443,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:09.579000+00:00,11245,0.892,0.892,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:09.976000+00:00,11245,6.678,0.421,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:10.344000+00:00,11245,1.624,0.732,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:10.677000+00:00,11245,7.13,0.452,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:10.948000+00:00,11245,7.554,0.424,1280,3,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:10.958000+00:00,11245,2.249,0.625,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:11.376000+00:00,11245,7.965,0.411,1280,77,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:11.480000+00:00,11245,14.57,6.409,1280,11,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:11.850000+00:00,11245,3.106,0.857,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:11.956000+00:00,11245,8.481,0.516,1280,27,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:12.222000+00:00,11245,8.972,0.491,1280,18,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:13.223000+00:00,11245,4.492,1.386,1280,6,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:13.416000+00:00,11245,4.668,0.176,1280,87,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:13.797000+00:00,11245,5.073,0.405,1280,43,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:13.820000+00:00,11245,0.851,0.851,1280,12,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:14.356000+00:00,11245,5.652,0.579,1280,41,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:14.599000+00:00,11245,1.626,0.775,1280,16,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:14.644000+00:00,11245,5.945,0.293,1280,30,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:15.183000+00:00,11245,6.476,0.531,1280,14,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:15.333000+00:00,11245,2.347,0.721,1280,63,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:15.456000+00:00,11245,6.76,0.284,1280,31,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:15.998000+00:00,11245,7.311,0.551,1280,55,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:16.081000+00:00,11245,3.104,0.757,1280,10,2026-09-06T20:31:06.084227Z
2026-03-15T07:05:16.332000+00:00,11245,7.613,0.302,1280,3,2026-09-06T20:31:06.084227Z
